<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
"<a href='https://platform.openai.com/docs/models/gpt-4'>gpt-4-0613 (zero-shot, val)</a>",📝,2.02@@2.02,?,100256.0,8191.0,✓,✗,95.46 ± 1.14 / 97.70 ± 0.57@@95.46,54.01 ± 2.05 / 33.09 ± 1.65@@54.01,34.37 ± 3.38 / 65.35 ± 1.55@@34.37,73.01 ± 0.97 / 41.46 ± 1.50@@73.01,14.3.0.dev0@@140300,14.3.0.dev0@@140300,14.3.0.dev0@@140300,14.3.0.dev0@@140300
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,2.02@@2.02,21511953984.0,201088.0,131072.0,✓,✗,90.42 ± 0.70 / 95.20 ± 0.35@@90.42,64.46 ± 1.46 / 59.49 ± 1.39@@64.46,34.72 ± 1.52 / 58.86 ± 1.04@@34.72,63.19 ± 0.55 / 31.75 ± 0.87@@63.19,16.6.0.dev0@@160600,16.6.0.dev0@@160600,16.6.0.dev0@@160600,16.6.0.dev0@@160600
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Llama-70B'>deepseek-ai/DeepSeek-R1-Distill-Llama-70B</a>,🤔,2.03@@2.03,70553706496.0,128256.0,131072.0,✓,✗,94.09 ± 0.69 / 97.04 ± 0.35@@94.09,60.11 ± 2.11 / 53.05 ± 2.40@@60.11,32.60 ± 1.30 / 57.90 ± 1.52@@32.60,68.55 ± 0.56 / 39.61 ± 0.58@@68.55,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/RekaAI/reka-flash-3.1'>RekaAI/reka-flash-3.1</a>,🤔,2.03@@2.03,20905482240.0,100352.0,98304.0,✓,✗,94.13 ± 0.65 / 97.06 ± 0.32@@94.13,71.92 ± 2.15 / 64.76 ± 2.86@@71.92,31.13 ± 1.56 / 55.70 ± 1.44@@31.13,58.50 ± 1.44 / 36.71 ± 0.46@@58.50,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07#high (zero-shot, val)</a>",🤔,2.04@@2.04,?,100256.0,272000.0,✓,✗,96.01 ± 1.00 / 97.99 ± 0.50@@96.01,60.40 ± 2.77 / 47.64 ± 2.42@@60.40,32.23 ± 2.50 / 53.58 ± 1.81@@32.23,65.88 ± 1.01 / 34.32 ± 1.27@@65.88,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600
<a href='https://hf.co/NorwAI/NorwAI-Mixtral-8x7B-instruct'>NorwAI/NorwAI-Mixtral-8x7B-instruct</a>,🧠,2.04@@2.04,46997647360.0,67993.0,32768.0,✓,✗,93.28 ± 0.71 / 96.62 ± 0.36@@93.28,51.13 ± 2.08 / 47.86 ± 2.38@@51.13,37.26 ± 2.01 / 65.48 ± 2.17@@37.26,73.09 ± 0.80 / 41.62 ± 1.81@@73.09,15.7.1.dev0@@150701,15.7.1.dev0@@150701,15.7.1.dev0@@150701,15.7.1.dev0@@150701
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-1.5-flash-002'>gemini/gemini-1.5-flash-002 (zero-shot, val)</a>",📝,2.04@@2.04,?,256128.0,1048576.0,✓,✗,90.77 ± 1.29 / 95.34 ± 0.66@@90.77,57.10 ± 1.68 / 40.34 ± 1.46@@57.10,38.72 ± 4.21 / 65.23 ± 2.10@@38.72,63.25 ± 1.12 / 29.28 ± 1.65@@63.25,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500
<a href='https://hf.co/ai21labs/Jamba-v0.1'>ai21labs/Jamba-v0.1</a>,🧠,2.04@@2.04,51570323328.0,65536.0,262144.0,✓,✗,94.12 ± 0.99 / 97.01 ± 0.52@@94.12,52.72 ± 2.50 / 47.10 ± 2.81@@52.72,35.43 ± 3.84 / 60.73 ± 5.24@@35.43,71.56 ± 2.35 / 44.38 ± 1.95@@71.56,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://hf.co/01-ai/Yi-1.5-9B'>01-ai/Yi-1.5-9B</a>,🧠,2.05@@2.05,8829407232.0,64000.0,4096.0,✓,✗,94.15 ± 0.48 / 97.06 ± 0.25@@94.15,55.17 ± 1.39 / 47.07 ± 1.99@@55.17,29.19 ± 5.15 / 60.82 ± 5.30@@29.19,74.01 ± 1.64 / 47.72 ± 0.99@@74.01,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,2.05@@2.05,10731524096.0,32000.0,4096.0,✓,✗,93.91 ± 0.40 / 96.91 ± 0.20@@93.91,59.02 ± 1.81 / 55.75 ± 1.52@@59.02,24.08 ± 4.32 / 54.10 ± 5.30@@24.08,77.54 ± 1.05 / 48.92 ± 1.04@@77.54,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000
<a href='https://hf.co/nvidia/Mistral-NeMo-Minitron-8B-Base'>nvidia/Mistral-NeMo-Minitron-8B-Base</a>,🧠,2.05@@2.05,8414105600.0,131072.0,8192.0,✓,✗,91.95 ± 0.64 / 95.87 ± 0.33@@91.95,56.25 ± 2.30 / 51.26 ± 2.73@@56.25,32.11 ± 1.95 / 63.15 ± 2.11@@32.11,73.34 ± 1.60 / 47.58 ± 1.12@@73.34,15.7.2.dev0@@150702,15.7.2.dev0@@150702,15.7.2.dev0@@150702,15.7.2.dev0@@150702
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3.1-8B'>allenai/Llama-3.1-Tulu-3.1-8B</a>,📝,2.05@@2.05,8030326784.0,128264.0,131072.0,✓,✗,93.83 ± 0.46 / 96.90 ± 0.24@@93.83,49.92 ± 2.30 / 47.18 ± 2.30@@49.92,41.73 ± 2.11 / 68.18 ± 1.74@@41.73,67.10 ± 1.62 / 36.35 ± 1.31@@67.10,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/nvidia/mistral-nemo-minitron-8b-base'>nvidia/mistral-nemo-minitron-8b-base</a>,🧠,2.05@@2.05,8414105600.0,131072.0,8192.0,✓,✗,92.51 ± 0.68 / 96.17 ± 0.36@@92.51,58.36 ± 2.11 / 53.88 ± 2.00@@58.36,30.60 ± 1.94 / 60.68 ± 2.08@@30.60,73.29 ± 1.59 / 47.51 ± 1.11@@73.29,14.3.0.dev0@@140300,14.3.0.dev0@@140300,14.3.0.dev0@@140300,14.3.0.dev0@@140300
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,2.05@@2.05,559890946.0,250002.0,512.0,✓,✗,91.79 ± 0.66 / 95.88 ± 0.34@@91.79,75.33 ± 1.44 / 74.66 ± 1.51@@75.33,24.57 ± 14.02 / 60.55 ± 7.47@@24.57,59.55 ± 2.28 / 34.93 ± 2.05@@59.55,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200
<a href='https://hf.co/tiiuae/Falcon3-10B-Base'>tiiuae/Falcon3-10B-Base</a>,🧠,2.06@@2.06,10305653760.0,131072.0,32768.0,✓,✗,93.22 ± 0.70 / 96.54 ± 0.37@@93.22,52.33 ± 1.96 / 51.24 ± 2.03@@52.33,32.97 ± 2.93 / 65.95 ± 1.29@@32.97,74.82 ± 2.12 / 47.81 ± 1.63@@74.82,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
"<a href='https://platform.openai.com/docs/models/gpt-4o-mini'>gpt-4o-mini-2024-07-18 (zero-shot, val)</a>",📝,2.06@@2.06,?,200019.0,8191.0,✓,✗,88.50 ± 1.32 / 93.98 ± 0.72@@88.50,50.74 ± 1.79 / 32.49 ± 1.22@@50.74,41.36 ± 3.43 / 67.51 ± 1.65@@41.36,68.91 ± 1.10 / 35.74 ± 1.47@@68.91,14.3.0.dev0@@140300,14.3.0.dev0@@140300,14.3.0.dev0@@140300,14.3.0.dev0@@140300
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B'>allenai/Llama-3.1-Tulu-3-8B</a>,📝,2.07@@2.07,8030326784.0,128264.0,131072.0,✓,✗,93.29 ± 0.53 / 96.61 ± 0.27@@93.29,47.25 ± 1.86 / 45.54 ± 2.04@@47.25,43.58 ± 2.09 / 70.91 ± 1.16@@43.58,68.66 ± 2.61 / 40.71 ± 1.61@@68.66,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07 (zero-shot, val)</a>",🤔,2.07@@2.07,?,100256.0,272000.0,✓,✗,95.32 ± 1.39 / 97.64 ± 0.70@@95.32,59.34 ± 2.77 / 45.25 ± 2.95@@59.34,30.35 ± 2.67 / 51.10 ± 1.96@@30.35,66.51 ± 0.91 / 34.99 ± 1.16@@66.51,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500
<a href='https://hf.co/NorwAI/NorwAI-Mixtral-8x7B'>NorwAI/NorwAI-Mixtral-8x7B</a>,🧠,2.08@@2.08,46997647360.0,67993.0,32768.0,✓,✗,94.09 ± 0.60 / 97.03 ± 0.30@@94.09,50.65 ± 1.98 / 46.30 ± 2.48@@50.65,33.15 ± 3.83 / 62.84 ± 3.99@@33.15,74.03 ± 1.59 / 47.13 ± 1.03@@74.03,15.7.1.dev0@@150701,15.7.1.dev0@@150701,15.7.1.dev0@@150701,15.7.1.dev0@@150701
<a href='https://hf.co/tiiuae/Falcon3-7B-Base'>tiiuae/Falcon3-7B-Base</a>,🧠,2.08@@2.08,7455550464.0,131072.0,32768.0,✓,✗,93.15 ± 0.79 / 96.53 ± 0.40@@93.15,50.56 ± 1.92 / 46.39 ± 2.24@@50.56,36.47 ± 3.67 / 66.66 ± 2.44@@36.47,69.44 ± 2.62 / 43.51 ± 1.85@@69.44,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400
<a href='https://hf.co/152334H/miqu-1-70b-sf'>152334H/miqu-1-70b-sf</a>,📝,2.09@@2.09,68976648192.0,32000.0,32764.0,✓,✗,93.56 ± 0.59 / 96.77 ± 0.29@@93.56,51.89 ± 2.64 / 40.46 ± 2.34@@51.89,38.67 ± 4.11 / 68.50 ± 2.27@@38.67,65.35 ± 1.27 / 32.10 ± 2.08@@65.35,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/CohereForAI/c4ai-command-r7b-12-2024'>CohereForAI/c4ai-command-r7b-12-2024</a>,📝,2.09@@2.09,8028033024.0,256000.0,4096.0,✗,✗,92.56 ± 0.75 / 96.24 ± 0.39@@92.56,53.91 ± 2.41 / 40.73 ± 2.59@@53.91,31.72 ± 3.09 / 62.86 ± 2.22@@31.72,71.42 ± 1.35 / 42.56 ± 0.78@@71.42,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite-preview-06-17'>gemini/gemini-2.5-flash-lite-preview-06-17#no-thinking (zero-shot, val)</a>",📝,2.10@@2.10,?,256128.0,1048576.0,✓,✗,93.05 ± 1.29 / 96.43 ± 0.69@@93.05,51.61 ± 2.98 / 27.68 ± 1.07@@51.61,36.32 ± 3.20 / 66.53 ± 1.45@@36.32,67.44 ± 1.36 / 35.43 ± 1.99@@67.44,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,2.10@@2.10,?,256128.0,1048576.0,✓,✗,93.05 ± 1.29 / 96.43 ± 0.69@@93.05,51.61 ± 2.98 / 27.68 ± 1.07@@51.61,36.32 ± 3.20 / 66.53 ± 1.45@@36.32,67.44 ± 1.36 / 35.43 ± 1.99@@67.44,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.0-flash-lite-001'>gemini/gemini-2.0-flash-lite-001 (zero-shot, val)</a>",📝,2.10@@2.10,?,256128.0,1048576.0,✓,✗,91.30 ± 1.45 / 95.50 ± 0.77@@91.30,56.54 ± 1.74 / 48.19 ± 1.88@@56.54,34.38 ± 3.50 / 65.22 ± 1.79@@34.38,66.44 ± 1.15 / 29.89 ± 1.33@@66.44,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,2.11@@2.11,140642306.0,256000.0,8192.0,✓,✗,75.01 ± 2.72 / 87.21 ± 1.65@@75.01,72.54 ± 1.42 / 71.46 ± 1.49@@72.54,46.85 ± 6.70 / 73.07 ± 3.30@@46.85,42.33 ± 1.73 / 21.44 ± 1.18@@42.33,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B</a>,📝,2.11@@2.11,4022468096.0,151936.0,40960.0,✓,✗,91.15 ± 0.86 / 95.56 ± 0.43@@91.15,51.69 ± 2.74 / 44.71 ± 2.67@@51.69,36.92 ± 1.68 / 62.47 ± 1.11@@36.92,68.34 ± 1.42 / 40.16 ± 1.03@@68.34,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,2.11@@2.11,4022468096.0,151936.0,40960.0,✓,✗,91.15 ± 0.86 / 95.56 ± 0.43@@91.15,51.73 ± 2.77 / 44.76 ± 2.68@@51.73,36.92 ± 1.68 / 62.47 ± 1.11@@36.92,68.34 ± 1.42 / 40.16 ± 1.03@@68.34,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/lightonai/alfred-40b-1023'>lightonai/alfred-40b-1023</a>,📝,2.12@@2.12,?,65024.0,?,✓,✗,90.00 ± 0.98 / 94.84 ± 0.54@@90.00,50.50 ± 2.21 / 47.48 ± 2.78@@50.50,33.03 ± 3.72 / 61.82 ± 5.01@@33.03,75.13 ± 0.89 / 47.73 ± 0.89@@75.13,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901
"<a href='https://docs.x.ai/docs/models'>xai/grok-2-1212 (zero-shot, val)</a>",📝,2.12@@2.12,?,?,131072.0,✓,✗,92.09 ± 1.35 / 95.96 ± 0.69@@92.09,52.81 ± 2.60 / 48.28 ± 2.69@@52.81,32.43 ± 3.15 / 54.07 ± 1.62@@32.43,70.02 ± 1.04 / 36.67 ± 1.62@@70.02,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500
<a href='https://hf.co/senseable/WestLake-7B-v2'>senseable/WestLake-7B-v2</a>,🧠,2.12@@2.12,7241732096.0,32000.0,4096.0,✗,✗,91.64 ± 1.36 / 95.69 ± 0.74@@91.64,54.69 ± 1.97 / 51.14 ± 1.56@@54.69,31.87 ± 2.90 / 63.41 ± 1.74@@31.87,68.13 ± 2.48 / 36.69 ± 1.36@@68.13,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000
<a href='https://hf.co/Nexusflow/Starling-LM-7B-beta'>Nexusflow/Starling-LM-7B-beta</a>,📝,2.12@@2.12,7241748480.0,32002.0,4096.0,✗,✗,93.84 ± 0.48 / 96.91 ± 0.24@@93.84,52.03 ± 1.51 / 37.86 ± 2.27@@52.03,31.69 ± 1.59 / 62.45 ± 1.42@@31.69,71.90 ± 0.58 / 38.13 ± 0.96@@71.90,14.3.0.dev0@@140300,14.3.0.dev0@@140300,14.3.0.dev0@@140300,14.3.0.dev0@@140300
<a href='https://hf.co/Qwen/Qwen3-4B-Instruct-2507'>Qwen/Qwen3-4B-Instruct-2507</a>,📝,2.13@@2.13,4022468096.0,151936.0,262144.0,✓,✗,91.49 ± 0.45 / 95.72 ± 0.23@@91.49,50.62 ± 2.41 / 42.80 ± 2.28@@50.62,38.05 ± 1.34 / 62.14 ± 0.91@@38.05,66.34 ± 1.26 / 35.76 ± 0.90@@66.34,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.13@@2.13,8030261248.0,128256.0,131072.0,✓,✗,93.78 ± 0.46 / 96.87 ± 0.23@@93.78,49.06 ± 2.04 / 41.30 ± 2.18@@49.06,36.78 ± 2.11 / 61.28 ± 2.01@@36.78,68.38 ± 1.62 / 39.79 ± 1.06@@68.38,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500
<a href='https://hf.co/microsoft/mdeberta-v3-base'>microsoft/mdeberta-v3-base</a>,🔍,2.13@@2.13,278810882.0,251000.0,512.0,✓,✗,86.09 ± 0.96 / 93.00 ± 0.49@@86.09,70.03 ± 1.49 / 69.24 ± 1.46@@70.03,49.83 ± 5.07 / 74.27 ± 2.41@@49.83,24.97 ± 9.00 / 13.13 ± 5.39@@24.97,15.0.0@@150000,15.0.0@@150000,15.0.0.dev0@@150000,15.0.0.dev0@@150000
<a href='https://hf.co/CohereForAI/aya-23-35B'>CohereForAI/aya-23-35B</a>,📝,2.13@@2.13,34980831232.0,256000.0,8192.0,✗,✗,94.84 ± 0.53 / 97.41 ± 0.27@@94.84,64.95 ± 1.15 / 61.24 ± 1.64@@64.95,15.03 ± 3.17 / 40.83 ± 2.73@@15.03,74.54 ± 0.79 / 47.32 ± 0.75@@74.54,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/NousResearch/DeepHermes-3-Llama-3-8B-Preview'>NousResearch/DeepHermes-3-Llama-3-8B-Preview</a>,📝,2.13@@2.13,8030261248.0,128256.0,131072.0,✓,✗,93.52 ± 0.29 / 96.74 ± 0.15@@93.52,52.56 ± 2.64 / 49.04 ± 2.67@@52.56,31.48 ± 2.52 / 63.06 ± 3.39@@31.48,68.62 ± 1.38 / 37.82 ± 0.98@@68.62,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/meta-llama/Meta-Llama-3-8B'>meta-llama/Meta-Llama-3-8B</a>,🧠,2.15@@2.15,8030261248.0,128256.0,8192.0,✓,✗,92.13 ± 0.86 / 95.96 ± 0.46@@92.13,52.20 ± 2.99 / 51.15 ± 2.57@@52.20,27.42 ± 3.05 / 59.35 ± 3.71@@27.42,72.66 ± 2.64 / 47.51 ± 1.89@@72.66,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301
<a href='https://hf.co/google/gemma-2-27b-it'>google/gemma-2-27b-it</a>,📝,2.16@@2.16,27227128320.0,256000.0,8192.0,✓,✗,94.98 ± 0.51 / 97.48 ± 0.26@@94.98,41.74 ± 2.12 / 35.12 ± 2.43@@41.74,40.21 ± 1.38 / 66.44 ± 0.83@@40.21,69.35 ± 1.01 / 38.08 ± 0.83@@69.35,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601
<a href='https://hf.co/CohereForAI/aya-expanse-8b'>CohereForAI/aya-expanse-8b</a>,📝,2.16@@2.16,8028033024.0,256000.0,8192.0,✗,✗,95.12 ± 0.49 / 97.56 ± 0.25@@95.12,49.10 ± 3.13 / 34.00 ± 2.16@@49.10,32.60 ± 1.47 / 65.66 ± 0.99@@32.60,69.30 ± 1.02 / 40.25 ± 0.50@@69.30,15.3.1.dev0@@150301,14.3.0.dev0@@140300,14.3.0.dev0@@140300,14.3.0.dev0@@140300
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,2.17@@2.17,561192082.0,250002.0,512.0,✓,✗,89.83 ± 0.94 / 94.87 ± 0.50@@89.83,75.58 ± 0.64 / 74.74 ± 0.64@@75.58,15.85 ± 13.06 / 49.72 ± 10.55@@15.85,61.94 ± 0.91 / 37.67 ± 0.83@@61.94,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400
<a href='https://hf.co/ThatsGroes/gemma-2-27b-it-FP8-Dynamic'>ThatsGroes/gemma-2-27b-it-FP8-Dynamic</a>,📝,2.18@@2.18,28410968576.0,256000.0,8192.0,✓,✗,94.96 ± 0.46 / 97.47 ± 0.23@@94.96,41.06 ± 1.71 / 34.60 ± 1.76@@41.06,40.65 ± 1.70 / 66.79 ± 0.83@@40.65,68.62 ± 0.99 / 37.54 ± 0.70@@68.62,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,2.18@@2.18,7298011136.0,100278.0,65536.0,✓,✗,91.93 ± 0.84 / 95.89 ± 0.45@@91.93,44.24 ± 1.35 / 35.23 ± 2.91@@44.24,33.41 ± 2.34 / 65.29 ± 1.47@@33.41,76.10 ± 1.03 / 48.30 ± 0.99@@76.10,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,2.18@@2.18,22637328384.0,128000.0,4096.0,✓,✗,94.61 ± 0.43 / 97.30 ± 0.22@@94.61,39.48 ± 2.01 / 33.13 ± 1.42@@39.48,40.21 ± 2.95 / 68.00 ± 2.39@@40.21,70.55 ± 1.23 / 43.49 ± 0.85@@70.55,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/mistralai/Mistral-7B-v0.1'>mistralai/Mistral-7B-v0.1</a>,🧠,2.19@@2.19,7241732096.0,32000.0,4096.0,✓,✗,93.07 ± 0.77 / 96.49 ± 0.40@@93.07,50.27 ± 1.78 / 48.27 ± 1.97@@50.27,27.64 ± 1.98 / 62.45 ± 1.15@@27.64,71.88 ± 1.70 / 46.57 ± 1.39@@71.88,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000
<a href='https://hf.co/CohereForAI/c4ai-command-r-v01'>CohereForAI/c4ai-command-r-v01</a>,📝,2.20@@2.20,34980831232.0,256000.0,8192.0,✗,✗,92.32 ± 0.58 / 96.08 ± 0.30@@92.32,55.95 ± 1.62 / 47.87 ± 2.08@@55.95,29.35 ± 1.80 / 63.65 ± 1.04@@29.35,63.35 ± 1.05 / 31.55 ± 2.11@@63.35,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/mistralai/Mistral-7B-v0.3'>mistralai/Mistral-7B-v0.3</a>,🧠,2.20@@2.20,7248023552.0,32768.0,32768.0,✓,✗,94.49 ± 0.70 / 97.23 ± 0.36@@94.49,51.03 ± 2.01 / 49.75 ± 2.04@@51.03,26.13 ± 1.39 / 61.72 ± 0.76@@26.13,70.83 ± 2.00 / 44.91 ± 1.64@@70.83,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/microsoft/phi-4'>microsoft/phi-4</a>,📝,2.21@@2.21,14659507200.0,100352.0,16384.0,✓,✗,94.22 ± 0.66 / 97.11 ± 0.33@@94.22,61.55 ± 2.66 / 57.30 ± 2.11@@61.55,40.91 ± 1.64 / 63.70 ± 1.51@@40.91,37.52 ± 2.24 / 0.00 ± 0.00@@37.52,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://ollama.com/library/hf.co'>ollama_chat/hf.co/google/gemma-3-4b-it-qat-q4_0-gguf</a>,📝,2.21@@2.21,3880099328.0,?,131072.0,✓,✗,90.58 ± 0.73 / 95.21 ± 0.40@@90.58,56.62 ± 1.46 / 48.32 ± 1.60@@56.62,33.36 ± 2.09 / 64.54 ± 1.37@@33.36,61.49 ± 0.98 / 31.93 ± 0.72@@61.49,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601
<a href='https://hf.co/allenai/OLMo-2-1124-13B-Instruct'>allenai/OLMo-2-1124-13B-Instruct</a>,📝,2.22@@2.22,13716198400.0,100352.0,4096.0,✓,✗,94.09 ± 0.53 / 97.02 ± 0.27@@94.09,48.65 ± 0.93 / 42.83 ± 1.01@@48.65,31.36 ± 1.51 / 58.01 ± 1.52@@31.36,65.54 ± 1.46 / 35.47 ± 0.95@@65.54,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300
<a href='https://hf.co/google/gemma-3n-E4B'>google/gemma-3n-E4B</a>,🧠,2.22@@2.22,7849978192.0,262400.0,?,✓,✗,90.38 ± 1.77 / 95.00 ± 0.95@@90.38,49.00 ± 2.56 / 44.18 ± 2.69@@49.00,25.84 ± 4.06 / 55.27 ± 6.30@@25.84,74.51 ± 2.16 / 47.34 ± 1.45@@74.51,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.22@@2.22,9152319488.0,128000.0,4096.0,✓,✗,93.97 ± 0.45 / 96.97 ± 0.22@@93.97,48.47 ± 2.33 / 42.64 ± 1.45@@48.47,25.81 ± 3.71 / 52.83 ± 4.69@@25.81,71.25 ± 1.48 / 43.59 ± 0.67@@71.25,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-1.5-flash-8b-001'>gemini/gemini-1.5-flash-8b-001 (zero-shot, val)</a>",📝,2.22@@2.22,8000000000.0,256128.0,1048576.0,✓,✗,90.74 ± 1.46 / 95.34 ± 0.74@@90.74,53.74 ± 1.96 / 40.51 ± 1.92@@53.74,29.85 ± 3.81 / 64.52 ± 1.81@@29.85,64.41 ± 1.11 / 33.28 ± 1.40@@64.41,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500
