<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=12 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=13 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=14 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,2.75@@2.75,32233522176.0,100278.0,65536.0,✗,✗,44.27 ± 1.34 / 62.82 ± 0.94@@44.27,62.32 ± 1.64 / 59.59 ± 1.76@@62.32,11.57 ± 2.58 / 48.95 ± 2.45@@11.57,59.61 ± 0.72 / 40.36 ± 0.71@@59.61,29.70 ± 0.31 / 31.62 ± 0.49@@29.70,25.90 ± 0.90 / 44.37 ± 0.66@@25.90,11.13 ± 2.30 / 55.56 ± 1.17@@11.13,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.15.0.dev0@@161500,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.76@@2.76,4300079472.0,262144.0,8192.0,✓,✗,55.96 ± 1.12 / 68.99 ± 0.92@@55.96,58.85 ± 2.36 / 50.23 ± 3.73@@58.85,22.11 ± 2.41 / 53.90 ± 2.39@@22.11,28.40 ± 5.05 / 6.95 ± 4.14@@28.40,32.31 ± 0.17 / 35.18 ± 0.22@@32.31,26.82 ± 0.84 / 44.59 ± 0.65@@26.82,7.52 ± 1.79 / 53.62 ± 0.96@@7.52,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,2.77@@2.77,9152319488.0,128000.0,4096.0,✗,✗,56.90 ± 1.03 / 60.47 ± 1.68@@56.90,47.46 ± 1.84 / 40.04 ± 3.19@@47.46,19.98 ± 5.88 / 49.11 ± 6.73@@19.98,27.36 ± 1.27 / 1.42 ± 0.41@@27.36,33.42 ± 0.16 / 36.92 ± 0.18@@33.42,32.70 ± 0.82 / 49.30 ± 0.59@@32.70,13.62 ± 2.58 / 54.51 ± 1.02@@13.62,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.15.0.dev0@@161500,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,2.77@@2.77,32233522176.0,100278.0,65536.0,✗,✗,42.96 ± 1.49 / 61.96 ± 1.07@@42.96,62.33 ± 1.38 / 60.26 ± 1.80@@62.33,10.13 ± 1.84 / 51.10 ± 1.20@@10.13,61.51 ± 1.22 / 43.78 ± 1.09@@61.51,29.39 ± 0.39 / 31.20 ± 0.58@@29.39,24.86 ± 1.39 / 43.68 ± 1.04@@24.86,8.23 ± 1.47 / 54.06 ± 0.73@@8.23,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.15.0.dev0@@161500,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Qwen/Qwen3.5-9B-Base'>Qwen/Qwen3.5-9B-Base (val)</a>,🧠,2.78@@2.78,9653100528.0,248044.0,8192.0,✓,✗,25.51 ± 3.77 / 40.52 ± 2.99@@25.51,58.35 ± 1.65 / 60.52 ± 1.26@@58.35,6.44 ± 2.40 / 35.88 ± 1.01@@6.44,73.63 ± 1.55 / 56.60 ± 2.06@@73.63,22.95 ± 1.46 / 23.36 ± 1.68@@22.95,50.86 ± 1.13 / 62.73 ± 1.01@@50.86,20.32 ± 4.13 / 48.20 ± 1.81@@20.32,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.79@@2.79,70599864480.0,131072.0,65536.0,✗,✗,53.89 ± 0.48 / 51.45 ± 0.28@@53.89,57.85 ± 1.49 / 46.26 ± 1.78@@57.85,0.00 ± 0.00 / 33.19 ± 0.34@@0.00,28.36 ± 3.70 / 11.97 ± 4.38@@28.36,33.96 ± 0.08 / 37.44 ± 0.11@@33.96,35.97 ± 0.57 / 50.35 ± 0.48@@35.97,20.50 ± 1.58 / 59.42 ± 0.85@@20.50,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,<9.2.0@@0,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512 (val)</a>,🧠,2.81@@2.81,3849090048.0,131072.0,8192.0,✓,✗,46.65 ± 1.78 / 64.92 ± 1.19@@46.65,53.96 ± 2.12 / 56.19 ± 1.97@@53.96,2.98 ± 2.26 / 37.50 ± 2.59@@2.98,65.14 ± 2.03 / 47.19 ± 2.69@@65.14,25.13 ± 1.22 / 26.32 ± 1.47@@25.13,34.74 ± 1.71 / 50.78 ± 1.24@@34.74,15.77 ± 4.55 / 62.34 ± 2.25@@15.77,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot, val)</a>",🤔,2.82@@2.82,?,?,400000.0,✓,✗,34.81 ± 2.32 / 53.63 ± 1.44@@34.81,32.67 ± 1.09 / 19.73 ± 0.77@@32.67,21.31 ± 2.33 / 59.74 ± 1.12@@21.31,60.72 ± 0.52 / 37.55 ± 1.08@@60.72,31.13 ± 0.15 / 35.83 ± 0.14@@31.13,41.76 ± 1.20 / 55.98 ± 0.82@@41.76,10.35 ± 3.05 / 53.05 ± 1.44@@10.35,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini (val)</a>,🤔,2.82@@2.82,26123974400.0,200192.0,131072.0,✗,✗,36.50 ± 2.19 / 54.20 ± 2.24@@36.50,49.51 ± 2.15 / 36.92 ± 1.75@@49.51,14.37 ± 3.30 / 56.60 ± 1.62@@14.37,53.42 ± 1.48 / 35.31 ± 1.47@@53.42,21.38 ± 0.69 / 25.43 ± 0.76@@21.38,49.88 ± 0.93 / 61.68 ± 0.76@@49.88,26.68 ± 3.83 / 65.16 ± 1.70@@26.68,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,2.83@@2.83,3402836480.0,100352.0,131072.0,✓,✗,48.18 ± 1.62 / 61.60 ± 2.02@@48.18,55.12 ± 1.61 / 53.99 ± 1.74@@55.12,16.32 ± 1.98 / 53.00 ± 2.11@@16.32,50.74 ± 3.33 / 33.50 ± 3.78@@50.74,30.77 ± 0.25 / 33.13 ± 0.38@@30.77,22.00 ± 0.69 / 41.03 ± 0.55@@22.00,6.07 ± 2.47 / 52.63 ± 1.32@@6.07,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.15.0.dev0@@161500,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (val)</a>,📝,2.84@@2.84,32003216384.0,102400.0,131072.0,✗,✗,29.96 ± 1.97 / 53.42 ± 1.62@@29.96,58.96 ± 1.05 / 57.99 ± 0.98@@58.96,11.62 ± 2.41 / 54.85 ± 1.10@@11.62,62.27 ± 0.60 / 42.86 ± 1.40@@62.27,30.87 ± 0.20 / 33.32 ± 0.22@@30.87,18.01 ± 1.69 / 35.70 ± 1.30@@18.01,12.35 ± 3.12 / 58.98 ± 1.83@@12.35,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.85@@2.85,9152319488.0,128000.0,4096.0,✓,✗,61.34 ± 1.86 / 72.91 ± 1.05@@61.34,44.66 ± 1.96 / 42.26 ± 2.04@@44.66,3.68 ± 3.39 / 34.91 ± 2.08@@3.68,64.75 ± 2.72 / 47.77 ± 3.64@@64.75,25.06 ± 3.08 / 25.53 ± 3.46@@25.06,29.83 ± 0.73 / 47.03 ± 0.74@@29.83,9.72 ± 2.31 / 52.45 ± 1.08@@9.72,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.15.0.dev0@@161500,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,2.88@@2.88,3349227520.0,262144.0,500000.0,✗,✗,38.56 ± 1.38 / 48.16 ± 1.26@@38.56,44.76 ± 3.02 / 45.80 ± 2.83@@44.76,0.00 ± 0.00 / 32.87 ± 0.96@@0.00,59.64 ± 2.49 / 40.27 ± 2.68@@59.64,32.32 ± 0.20 / 35.08 ± 0.25@@32.32,31.33 ± 2.45 / 47.23 ± 1.97@@31.33,13.64 ± 7.98 / 64.92 ± 1.92@@13.64,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,<9.2.0@@0,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,2.90@@2.90,3191396096.0,100352.0,131072.0,✓,✗,44.80 ± 1.52 / 60.69 ± 1.31@@44.80,53.97 ± 1.53 / 51.03 ± 2.88@@53.97,11.91 ± 1.82 / 51.10 ± 1.66@@11.91,55.49 ± 1.22 / 38.74 ± 1.65@@55.49,29.89 ± 0.45 / 31.71 ± 0.61@@29.89,22.72 ± 1.43 / 41.69 ± 1.07@@22.72,2.52 ± 2.40 / 50.90 ± 1.15@@2.52,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.14.0.dev0@@161400,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.90@@2.90,2274067232.0,248044.0,8192.0,✓,✗,37.08 ± 5.01 / 58.87 ± 3.63@@37.08,45.93 ± 4.21 / 33.46 ± 3.04@@45.93,23.04 ± 2.38 / 59.81 ± 2.13@@23.04,57.71 ± 1.92 / 39.88 ± 2.15@@57.71,31.47 ± 0.34 / 34.54 ± 0.35@@31.47,24.10 ± 3.00 / 42.19 ± 2.32@@24.10,-0.40 ± 5.62 / 46.33 ± 3.45@@-0.40,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.92@@2.92,2031739904.0,151936.0,40960.0,✓,✗,46.59 ± 0.89 / 52.74 ± 1.29@@46.59,41.88 ± 2.51 / 35.18 ± 2.50@@41.88,13.82 ± 2.61 / 51.97 ± 4.80@@13.82,51.05 ± 1.95 / 34.72 ± 2.02@@51.05,31.21 ± 0.20 / 33.61 ± 0.20@@31.21,19.64 ± 1.21 / 38.97 ± 1.10@@19.64,6.58 ± 0.96 / 52.80 ± 0.40@@6.58,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,2.93@@2.93,32233522176.0,100278.0,65536.0,✗,✗,43.52 ± 1.47 / 62.22 ± 0.98@@43.52,65.75 ± 1.46 / 65.08 ± 1.56@@65.75,9.83 ± 2.48 / 38.02 ± 1.90@@9.83,61.20 ± 1.29 / 45.68 ± 1.26@@61.20,19.56 ± 1.57 / 19.62 ± 1.73@@19.56,25.88 ± 1.21 / 44.27 ± 0.84@@25.88,10.24 ± 1.57 / 55.15 ± 0.84@@10.24,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.15.0.dev0@@161500,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,2.93@@2.93,3349227520.0,262144.0,500000.0,✗,✗,38.92 ± 0.87 / 47.80 ± 1.14@@38.92,43.26 ± 3.71 / 44.05 ± 3.74@@43.26,0.00 ± 0.00 / 32.87 ± 0.96@@0.00,58.94 ± 2.96 / 40.20 ± 2.69@@58.94,32.17 ± 0.15 / 34.90 ± 0.17@@32.17,30.31 ± 3.21 / 46.17 ± 2.51@@30.31,8.90 ± 7.12 / 63.91 ± 1.69@@8.90,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,<9.2.0@@0,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,2.94@@2.94,32233522176.0,100278.0,65536.0,✓,✗,31.58 ± 1.39 / 41.65 ± 0.67@@31.58,62.29 ± 2.24 / 61.85 ± 1.80@@62.29,0.00 ± 0.00 / 33.19 ± 0.34@@0.00,70.29 ± 1.02 / 53.98 ± 1.23@@70.29,25.93 ± 2.73 / 26.98 ± 3.16@@25.93,27.97 ± 1.13 / 45.47 ± 0.80@@27.97,9.46 ± 1.60 / 54.24 ± 0.89@@9.46,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.15.0.dev0@@161500,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,3.00@@3.00,4300079472.0,262144.0,8192.0,✓,✗,55.03 ± 1.82 / 68.86 ± 1.61@@55.03,43.98 ± 1.89 / 44.01 ± 1.95@@43.98,8.69 ± 2.84 / 48.61 ± 4.79@@8.69,60.92 ± 2.87 / 44.51 ± 2.82@@60.92,21.40 ± 2.45 / 21.77 ± 2.77@@21.40,27.61 ± 1.10 / 45.15 ± 0.73@@27.61,6.98 ± 2.68 / 53.21 ± 1.44@@6.98,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,3.01@@3.01,7241748480.0,32002.0,32768.0,✗,✗,46.16 ± 1.01 / 48.10 ± 0.48@@46.16,49.03 ± 2.54 / 46.32 ± 2.18@@49.03,7.17 ± 1.55 / 49.62 ± 2.82@@7.17,55.75 ± 1.79 / 34.91 ± 2.23@@55.75,30.69 ± 0.32 / 33.03 ± 0.36@@30.69,11.47 ± 1.03 / 32.53 ± 0.84@@11.47,1.03 ± 2.17 / 49.65 ± 0.81@@1.03,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.15.0.dev0@@161500,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,3.07@@3.07,3606752256.0,128256.0,131072.0,✓,✗,46.57 ± 4.93 / 57.57 ± 4.80@@46.57,55.08 ± 2.64 / 44.45 ± 2.29@@55.08,15.72 ± 2.26 / 45.15 ± 3.89@@15.72,13.82 ± 1.99 / 0.06 ± 0.06@@13.82,31.91 ± 0.20 / 34.20 ± 0.29@@31.91,16.85 ± 0.73 / 36.58 ± 0.61@@16.85,3.13 ± 1.71 / 50.13 ± 0.98@@3.13,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think (val)</a>,🤔,3.08@@3.08,7298011136.0,100278.0,65536.0,✗,✗,27.15 ± 3.26 / 51.08 ± 1.98@@27.15,67.08 ± 1.40 / 69.74 ± 1.08@@67.08,7.07 ± 2.62 / 43.13 ± 0.63@@7.07,43.41 ± 0.75 / 30.61 ± 0.85@@43.41,22.06 ± 0.33 / 25.03 ± 0.31@@22.06,23.02 ± 1.95 / 41.13 ± 1.48@@23.02,16.26 ± 3.85 / 59.45 ± 2.01@@16.26,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,3.10@@3.10,2614341888.0,256000.0,8192.0,✗,✗,38.46 ± 4.26 / 55.08 ± 2.51@@38.46,29.75 ± 3.47 / 26.82 ± 3.86@@29.75,10.88 ± 3.18 / 46.48 ± 4.04@@10.88,51.77 ± 2.17 / 33.12 ± 2.75@@51.77,32.25 ± 0.17 / 35.70 ± 0.18@@32.25,8.99 ± 2.80 / 31.87 ± 2.26@@8.99,7.07 ± 6.61 / 55.47 ± 2.97@@7.07,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,<9.2.0@@0,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,3.11@@3.11,3212749824.0,128256.0,131072.0,✓,✗,47.89 ± 3.44 / 63.77 ± 3.02@@47.89,63.17 ± 2.10 / 56.93 ± 2.94@@63.17,7.37 ± 1.66 / 38.80 ± 1.56@@7.37,15.20 ± 1.43 / 0.15 ± 0.13@@15.20,30.75 ± 0.49 / 32.63 ± 0.65@@30.75,16.63 ± 0.74 / 37.61 ± 0.44@@16.63,1.20 ± 2.39 / 50.43 ± 1.27@@1.20,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.15.0.dev0@@161500,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,3.15@@3.15,3349227520.0,262144.0,500000.0,✗,✗,45.91 ± 3.43 / 58.27 ± 2.75@@45.91,29.72 ± 4.04 / 33.89 ± 4.09@@29.72,4.31 ± 5.54 / 43.97 ± 6.04@@4.31,62.64 ± 3.85 / 45.58 ± 4.79@@62.64,29.87 ± 0.60 / 31.51 ± 0.76@@29.87,18.71 ± 2.78 / 36.33 ± 2.61@@18.71,-7.95 ± 5.78 / 60.31 ± 1.82@@-7.95,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,<9.2.0@@0,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,3.23@@3.23,2274067232.0,248044.0,8192.0,✓,✗,35.29 ± 2.95 / 53.60 ± 2.47@@35.29,44.46 ± 1.29 / 40.40 ± 1.95@@44.46,0.00 ± 0.00 / 32.87 ± 0.49@@0.00,60.01 ± 1.33 / 43.64 ± 1.18@@60.01,21.09 ± 1.30 / 21.52 ± 1.48@@21.09,12.16 ± 2.31 / 28.67 ± 1.64@@12.16,7.97 ± 2.53 / 63.05 ± 0.86@@7.97,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,3.30@@3.30,7768117248.0,256000.0,8192.0,✓,✗,52.81 ± 0.76 / 51.18 ± 0.39@@52.81,35.03 ± 1.66 / 33.75 ± 1.90@@35.03,9.67 ± 3.71 / 53.82 ± 2.19@@9.67,14.94 ± 0.62 / 0.00 ± 0.00@@14.94,25.30 ± 1.08 / 26.97 ± 1.34@@25.30,15.63 ± 1.00 / 36.09 ± 0.79@@15.63,9.50 ± 2.41 / 54.23 ± 1.22@@9.50,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,3.32@@3.32,7298011136.0,100278.0,65536.0,✓,✗,32.74 ± 1.22 / 41.24 ± 0.72@@32.74,45.68 ± 3.02 / 43.16 ± 2.41@@45.68,1.32 ± 2.99 / 43.33 ± 3.66@@1.32,47.94 ± 1.59 / 35.02 ± 1.51@@47.94,24.05 ± 1.86 / 25.19 ± 2.22@@24.05,10.83 ± 1.31 / 32.99 ± 1.02@@10.83,3.45 ± 1.95 / 51.02 ± 0.81@@3.45,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,3.33@@3.33,7298011136.0,100278.0,65536.0,✗,✗,25.60 ± 1.59 / 49.00 ± 1.82@@25.60,48.61 ± 0.89 / 46.83 ± 1.96@@48.61,5.39 ± 2.96 / 50.77 ± 1.95@@5.39,36.56 ± 1.40 / 22.74 ± 1.21@@36.56,27.34 ± 0.19 / 29.59 ± 0.24@@27.34,7.23 ± 1.17 / 29.78 ± 0.87@@7.23,3.74 ± 2.05 / 51.66 ± 0.91@@3.74,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (val)</a>,📝,3.33@@3.33,873436192.0,248044.0,8192.0,✓,✗,25.49 ± 1.92 / 47.81 ± 1.27@@25.49,40.35 ± 1.17 / 35.37 ± 1.12@@40.35,7.23 ± 1.24 / 46.55 ± 1.80@@7.23,41.92 ± 0.73 / 23.53 ± 0.81@@41.92,29.63 ± 0.17 / 32.85 ± 0.17@@29.63,6.12 ± 0.99 / 30.51 ± 1.01@@6.12,-2.04 ± 3.39 / 37.03 ± 0.97@@-2.04,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,3.35@@3.35,3075098624.0,128256.0,65536.0,✓,✗,25.30 ± 1.61 / 48.57 ± 1.92@@25.30,48.05 ± 1.79 / 44.72 ± 1.89@@48.05,6.42 ± 2.20 / 52.06 ± 1.28@@6.42,22.20 ± 0.84 / 1.60 ± 0.69@@22.20,30.72 ± 0.16 / 33.39 ± 0.17@@30.72,8.05 ± 1.00 / 30.83 ± 0.73@@8.05,0.20 ± 1.93 / 49.79 ± 1.00@@0.20,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,3.38@@3.38,7298011136.0,100278.0,65536.0,✗,✗,26.91 ± 1.32 / 49.70 ± 1.43@@26.91,48.12 ± 1.29 / 47.28 ± 1.73@@48.12,4.88 ± 2.10 / 49.19 ± 1.82@@4.88,37.50 ± 1.32 / 25.29 ± 1.06@@37.50,27.19 ± 0.19 / 29.23 ± 0.27@@27.19,7.50 ± 1.09 / 30.08 ± 0.79@@7.50,0.45 ± 2.17 / 50.15 ± 1.13@@0.45,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,3.40@@3.40,7241732096.0,32000.0,32768.0,✓,✗,13.84 ± 4.31 / 27.94 ± 3.83@@13.84,49.18 ± 2.22 / 50.01 ± 2.09@@49.18,0.00 ± 0.00 / 33.19 ± 0.34@@0.00,60.25 ± 2.95 / 43.99 ± 2.97@@60.25,20.43 ± 2.43 / 20.69 ± 2.69@@20.43,11.03 ± 1.20 / 29.51 ± 1.25@@11.03,4.72 ± 3.03 / 51.82 ± 1.63@@4.72,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.15.0.dev0@@161500,16.8.0.dev0@@160800,16.8.0.dev0@@160800
