<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,2.77@@2.77,2680100864.0,131072.0,262144.0,✓,✗,45.88 ± 2.27 / 62.67 ± 1.63@@45.88,61.85 ± 1.62 / 53.27 ± 1.58@@61.85,32.78 ± 2.71 / 65.26 ± 1.58@@32.78,12.97 ± 1.32 / 4.92 ± 0.71@@12.97,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/Qwen/Qwen2.5-Math-7B'>Qwen/Qwen2.5-Math-7B</a>,📝,2.77@@2.77,7615616512.0,152064.0,4096.0,✓,✗,39.36 ± 4.35 / 58.96 ± 3.39@@39.36,47.89 ± 0.67 / 38.80 ± 1.58@@47.89,22.60 ± 1.98 / 57.80 ± 2.94@@22.60,44.04 ± 5.71 / 17.23 ± 6.08@@44.04,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/AI-Sweden-Models/roberta-large-1160k'>AI-Sweden-Models/roberta-large-1160k</a>,🔍,2.77@@2.77,355412057.0,50265.0,512.0,✓,✗,46.81 ± 1.79 / 64.02 ± 1.31@@46.81,68.93 ± 1.48 / 67.48 ± 1.55@@68.93,3.39 ± 3.01 / 39.29 ± 4.82@@3.39,34.87 ± 2.36 / 18.62 ± 1.74@@34.87,12.10.0@@121000,12.10.0@@121000,12.10.0@@121000,12.10.0@@121000
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (val)</a>,📝,2.77@@2.77,873436192.0,248044.0,8192.0,✓,✗,43.96 ± 1.64 / 60.58 ± 1.39@@43.96,47.85 ± 1.22 / 36.31 ± 1.31@@47.85,14.93 ± 1.86 / 42.43 ± 1.57@@14.93,48.74 ± 0.93 / 22.86 ± 0.92@@48.74,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700
<a href='https://hf.co/tiiuae/Falcon3-3B-Instruct'>tiiuae/Falcon3-3B-Instruct</a>,📝,2.78@@2.78,3227655168.0,131072.0,32768.0,✓,✗,32.54 ± 3.75 / 53.72 ± 3.13@@32.54,51.10 ± 1.28 / 31.78 ± 2.03@@51.10,20.42 ± 1.32 / 58.79 ± 0.81@@20.42,50.70 ± 1.42 / 26.11 ± 0.69@@50.70,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,2.78@@2.78,70599864480.0,131072.0,65536.0,✓,✗,9.32 ± 3.60 / 19.53 ± 2.07@@9.32,57.08 ± 1.67 / 49.40 ± 2.51@@57.08,21.64 ± 9.13 / 50.44 ± 8.62@@21.64,67.63 ± 2.80 / 39.33 ± 2.58@@67.63,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000
<a href='https://hf.co/meta-llama/Llama-2-7b-chat-hf'>meta-llama/Llama-2-7b-chat-hf</a>,📝,2.79@@2.79,6738417664.0,32000.0,4096.0,✓,✗,39.55 ± 2.94 / 52.70 ± 2.85@@39.55,48.63 ± 1.39 / 33.73 ± 1.38@@48.63,19.23 ± 1.52 / 54.89 ± 3.44@@19.23,45.36 ± 1.34 / 21.24 ± 0.74@@45.36,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,2.79@@2.79,3606752256.0,128256.0,131072.0,✓,✗,51.32 ± 3.19 / 67.27 ± 2.23@@51.32,50.84 ± 0.99 / 38.74 ± 1.96@@50.84,30.59 ± 3.59 / 60.41 ± 3.60@@30.59,21.22 ± 2.50 / 0.02 ± 0.03@@21.22,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/ibm-granite/granite-3.0-2b-base'>ibm-granite/granite-3.0-2b-base</a>,🧠,2.79@@2.79,2533525504.0,49152.0,4097.0,✓,✗,34.61 ± 3.47 / 44.53 ± 3.65@@34.61,45.81 ± 1.27 / 39.33 ± 2.24@@45.81,16.19 ± 3.33 / 54.43 ± 3.53@@16.19,57.52 ± 4.47 / 28.25 ± 4.10@@57.52,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000
<a href='https://hf.co/ibm-granite/granite-7b-instruct'>ibm-granite/granite-7b-instruct</a>,📝,2.80@@2.80,6738481152.0,32008.0,4096.0,✓,✗,49.83 ± 1.61 / 66.00 ± 1.36@@49.83,39.38 ± 0.94 / 30.79 ± 1.08@@39.38,4.03 ± 1.54 / 40.66 ± 3.14@@4.03,58.73 ± 1.73 / 30.20 ± 1.18@@58.73,13.0.0@@130000,13.2.0@@130200,13.2.0@@130200,13.2.0@@130200
<a href='https://hf.co/allenai/OLMo-1.7-7B-hf'>allenai/OLMo-1.7-7B-hf</a>,🧠,2.80@@2.80,6888095744.0,50304.0,4096.0,✓,✗,49.42 ± 4.33 / 61.57 ± 5.43@@49.42,39.41 ± 2.30 / 36.17 ± 2.32@@39.41,6.02 ± 2.53 / 46.41 ± 4.35@@6.02,54.92 ± 5.38 / 27.69 ± 4.39@@54.92,12.10.4@@121004,12.10.5@@121005,12.10.4@@121004,12.10.5@@121005
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,2.80@@2.80,11168796672.0,32128.0,32768.0,✓,✗,5.51 ± 3.11 / 18.56 ± 1.38@@5.51,61.28 ± 1.62 / 49.81 ± 2.88@@61.28,19.29 ± 6.42 / 45.14 ± 5.00@@19.29,67.49 ± 1.85 / 38.81 ± 1.56@@67.49,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/common-pile/comma-v0.1-2t'>common-pile/comma-v0.1-2t</a>,🧠,2.84@@2.84,7002656768.0,64256.0,16384.0,✓,✗,41.04 ± 5.19 / 59.10 ± 3.73@@41.04,45.78 ± 1.59 / 39.68 ± 1.51@@45.78,10.00 ± 2.60 / 47.87 ± 4.75@@10.00,52.95 ± 2.25 / 24.92 ± 2.73@@52.95,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/seedboxai/KafkaLM-13B-German-V0.1'>seedboxai/KafkaLM-13B-German-V0.1</a>,🧠,2.87@@2.87,13015864320.0,32000.0,8192.0,✓,✗,45.89 ± 3.52 / 62.73 ± 2.58@@45.89,50.62 ± 2.27 / 45.43 ± 2.22@@50.62,6.72 ± 3.07 / 46.10 ± 4.38@@6.72,43.06 ± 3.53 / 19.86 ± 1.53@@43.06,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/ibm-granite/granite-20b-code-instruct'>ibm-granite/granite-20b-code-instruct</a>,📝,2.88@@2.88,20066993152.0,49152.0,8192.0,✓,✗,31.95 ± 2.77 / 44.85 ± 2.26@@31.95,52.52 ± 1.03 / 38.56 ± 1.88@@52.52,8.44 ± 0.81 / 45.82 ± 2.78@@8.44,52.32 ± 0.92 / 26.06 ± 1.01@@52.32,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-mpnet-base-v2'>sentence-transformers/paraphrase-multilingual-mpnet-base-v2</a>,🔍,2.89@@2.89,278044162.0,250002.0,512.0,✓,✗,60.29 ± 1.25 / 73.42 ± 0.83@@60.29,65.28 ± 0.73 / 64.04 ± 0.52@@65.28,16.83 ± 13.26 / 56.96 ± 5.68@@16.83,0.60 ± 0.52 / 0.11 ± 0.09@@0.60,12.10.1@@121001,12.10.1@@121001,12.10.1@@121001,12.10.1@@121001
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,2.90@@2.90,7504568320.0,128167.0,32768.0,✓,✗,41.40 ± 2.08 / 60.12 ± 1.39@@41.40,44.22 ± 1.41 / 34.30 ± 1.22@@44.22,23.50 ± 2.04 / 61.19 ± 1.01@@23.50,35.37 ± 0.78 / 0.00 ± 0.00@@35.37,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300
<a href='https://hf.co/ibm-granite/granite-7b-base'>ibm-granite/granite-7b-base</a>,🧠,2.99@@2.99,6738415616.0,32000.0,2048.0,✓,✗,46.00 ± 3.63 / 61.88 ± 2.94@@46.00,37.68 ± 1.26 / 33.74 ± 1.78@@37.68,0.83 ± 0.84 / 33.38 ± 0.28@@0.83,53.15 ± 4.26 / 26.65 ± 4.01@@53.15,12.10.5@@121005,12.10.5@@121005,12.10.5@@121005,12.10.5@@121005
<a href='https://hf.co/THUDM/GLM-4.1V-9B-Thinking'>THUDM/GLM-4.1V-9B-Thinking</a>,🤔,2.99@@2.99,10292777472.0,151552.0,65536.0,✓,✗,56.64 ± 1.88 / 70.96 ± 1.21@@56.64,63.35 ± 1.35 / 40.16 ± 2.41@@63.35,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,13.68 ± 0.81 / 0.00 ± 0.00@@13.68,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300
<a href='https://hf.co/dbmdz/bert-base-historic-multilingual-cased'>dbmdz/bert-base-historic-multilingual-cased</a>,🔍,3.00@@3.00,111243522.0,32000.0,512.0,✓,✗,37.77 ± 2.20 / 58.20 ± 1.43@@37.77,65.35 ± 1.08 / 63.62 ± 1.05@@65.35,16.07 ± 3.83 / 54.09 ± 2.44@@16.07,16.63 ± 2.52 / 5.67 ± 1.14@@16.63,12.8.0@@120800,12.8.0@@120800,12.8.0@@120800,12.8.0@@120800
<a href='https://hf.co/tiiuae/Falcon3-3B-Base'>tiiuae/Falcon3-3B-Base</a>,🧠,3.00@@3.00,3227655168.0,131072.0,32768.0,✓,✗,39.89 ± 6.03 / 57.79 ± 4.93@@39.89,44.18 ± 2.32 / 37.51 ± 2.84@@44.18,9.80 ± 2.10 / 47.69 ± 2.96@@9.80,42.33 ± 2.60 / 22.21 ± 1.54@@42.33,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,3.00@@3.00,310266624.0,128256.0,8192.0,✓,✗,41.59 ± 3.50 / 60.05 ± 3.51@@41.59,36.51 ± 7.94 / 35.45 ± 7.74@@36.51,44.76 ± 2.19 / 71.28 ± 1.50@@44.76,13.98 ± 4.81 / 3.56 ± 2.29@@13.98,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/stabilityai/stablelm-2-1_6b'>stabilityai/stablelm-2-1_6b</a>,🧠,3.01@@3.01,1644515328.0,100352.0,4096.0,✓,✗,51.01 ± 2.18 / 65.35 ± 2.23@@51.01,34.81 ± 2.51 / 30.33 ± 2.95@@34.81,0.00 ± 0.00 / 33.34 ± 0.31@@0.00,49.38 ± 4.65 / 25.40 ± 3.91@@49.38,12.10.8@@121008,12.10.8@@121008,12.10.8@@121008,12.10.8@@121008
<a href='https://hf.co/seedboxai/KafkaLM-70B-German-V0.1'>seedboxai/KafkaLM-70B-German-V0.1</a>,🧠,3.01@@3.01,68976648192.0,32000.0,4096.0,✓,✗,15.94 ± 8.35 / 32.11 ± 4.51@@15.94,59.01 ± 2.22 / 52.33 ± 1.96@@59.01,6.98 ± 3.90 / 38.75 ± 4.09@@6.98,53.98 ± 2.66 / 22.20 ± 2.57@@53.98,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,3.02@@3.02,7504568320.0,128167.0,32768.0,✓,✗,35.75 ± 1.52 / 55.57 ± 0.95@@35.75,42.25 ± 0.94 / 33.75 ± 0.36@@42.25,20.57 ± 2.19 / 59.52 ± 1.20@@20.57,34.68 ± 0.75 / 0.00 ± 0.00@@34.68,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700
<a href='https://hf.co/google/gemma-2-2b'>google/gemma-2-2b</a>,🧠,3.04@@3.04,2614341888.0,256000.0,8192.0,✓,✗,48.01 ± 5.17 / 58.53 ± 6.80@@48.01,21.36 ± 3.97 / 20.66 ± 3.12@@21.36,8.28 ± 2.36 / 47.20 ± 5.19@@8.28,53.28 ± 2.67 / 27.71 ± 2.57@@53.28,15.4.1.dev0@@150401,15.4.1.dev0@@150401,15.4.1.dev0@@150401,15.4.1.dev0@@150401
<a href='https://hf.co/Qwen/Qwen1.5-4B'>Qwen/Qwen1.5-4B</a>,📝,3.05@@3.05,3950369280.0,151936.0,32768.0,✓,✗,39.91 ± 3.29 / 53.66 ± 3.20@@39.91,31.52 ± 2.96 / 29.20 ± 1.88@@31.52,3.27 ± 2.51 / 34.30 ± 1.29@@3.27,57.60 ± 3.34 / 27.55 ± 3.12@@57.60,10.0.1@@100001,12.5.2@@120502,12.1.0@@120100,12.1.0@@120100
<a href='https://hf.co/Qwen/Qwen3.5-4B-Base'>Qwen/Qwen3.5-4B-Base (val)</a>,🧠,3.05@@3.05,4659861248.0,248044.0,8192.0,✓,✗,1.22 ± 0.83 / 16.06 ± 0.28@@1.22,66.74 ± 1.18 / 58.39 ± 1.75@@66.74,0.00 ± 0.00 / 33.74 ± 0.46@@0.00,68.99 ± 1.22 / 39.01 ± 0.87@@68.99,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview</a>,📝,3.05@@3.05,6120003328.0,200192.0,131072.0,✓,✗,34.09 ± 4.55 / 49.01 ± 5.06@@34.09,51.45 ± 0.79 / 38.92 ± 1.46@@51.45,1.35 ± 1.60 / 33.54 ± 0.30@@1.35,46.52 ± 4.79 / 24.50 ± 2.59@@46.52,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/dbmdz/bert-medium-historic-multilingual-cased'>dbmdz/bert-medium-historic-multilingual-cased</a>,🔍,3.06@@3.06,42427138.0,32000.0,512.0,✓,✗,39.91 ± 2.58 / 59.74 ± 1.80@@39.91,61.09 ± 1.60 / 58.40 ± 1.55@@61.09,17.16 ± 2.71 / 53.58 ± 1.55@@17.16,12.02 ± 2.33 / 3.26 ± 0.68@@12.02,12.10.1@@121001,12.10.1@@121001,12.10.1@@121001,12.10.1@@121001
<a href='https://hf.co/OpenLLM-France/Lucie-7B'>OpenLLM-France/Lucie-7B</a>,🧠,3.07@@3.07,6706960384.0,65024.0,32000.0,✓,✗,48.09 ± 4.87 / 60.42 ± 5.39@@48.09,36.75 ± 1.99 / 31.97 ± 1.93@@36.75,12.39 ± 1.87 / 54.33 ± 1.63@@12.39,31.31 ± 2.07 / 0.29 ± 0.06@@31.31,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400
<a href='https://hf.co/ibm-granite/granite-3b-code-base-2k'>ibm-granite/granite-3b-code-base-2k</a>,🧠,3.09@@3.09,3482503680.0,49152.0,2048.0,✓,✗,38.35 ± 5.78 / 58.29 ± 4.02@@38.35,48.96 ± 1.85 / 43.93 ± 1.51@@48.96,7.73 ± 2.77 / 49.19 ± 4.85@@7.73,31.06 ± 3.43 / 15.34 ± 1.81@@31.06,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.09@@3.09,2424375168.0,99000.0,28723.0,✗,✗,41.67 ± 3.11 / 53.35 ± 4.46@@41.67,36.23 ± 1.73 / 27.14 ± 0.93@@36.23,7.56 ± 2.25 / 39.61 ± 1.45@@7.56,41.20 ± 1.82 / 9.12 ± 1.78@@41.20,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,3.11@@3.11,117654272.0,250037.0,512.0,✓,✗,54.99 ± 2.05 / 70.00 ± 1.37@@54.99,60.54 ± 1.96 / 59.68 ± 1.94@@60.54,0.52 ± 2.01 / 49.40 ± 1.06@@0.52,7.76 ± 2.10 / 0.80 ± 0.23@@7.76,12.8.0@@120800,12.8.0@@120800,12.8.0@@120800,12.8.0@@120800
<a href='https://hf.co/TildeAI/TildeOpen-30b'>TildeAI/TildeOpen-30b#slow-tokenizer</a>,🧠,3.15@@3.15,30677882880.0,131072.0,65536.0,✓,✗,7.96 ± 2.86 / 18.92 ± 1.55@@7.96,55.13 ± 2.76 / 50.89 ± 2.81@@55.13,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,64.54 ± 3.21 / 35.31 ± 2.62@@64.54,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Llama-8B'>deepseek-ai/DeepSeek-R1-Distill-Llama-8B</a>,🤔,3.16@@3.16,8030261248.0,128256.0,131072.0,✓,✗,35.30 ± 5.66 / 55.57 ± 3.39@@35.30,45.12 ± 1.29 / 27.73 ± 0.77@@45.12,17.49 ± 1.46 / 58.17 ± 0.94@@17.49,26.22 ± 0.50 / 2.66 ± 0.60@@26.22,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/BSC-LT/salamandra-2b-instruct'>BSC-LT/salamandra-2b-instruct</a>,📝,3.16@@3.16,2253490176.0,256000.0,8192.0,✓,✗,42.74 ± 3.35 / 59.30 ± 2.75@@42.74,27.67 ± 1.68 / 26.26 ± 1.52@@27.67,3.20 ± 1.94 / 44.77 ± 2.87@@3.20,51.22 ± 0.99 / 21.64 ± 1.29@@51.22,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400
<a href='https://hf.co/common-pile/comma-v0.1-1t'>common-pile/comma-v0.1-1t</a>,🧠,3.17@@3.17,7002656768.0,64256.0,16384.0,✓,✗,40.87 ± 2.82 / 58.57 ± 2.34@@40.87,37.21 ± 1.84 / 32.02 ± 1.20@@37.21,1.75 ± 1.35 / 34.19 ± 0.51@@1.75,44.75 ± 2.55 / 23.23 ± 1.54@@44.75,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/openGPT-X/Teuken-7B-instruct-research-v0.4'>openGPT-X/Teuken-7B-instruct-research-v0.4</a>,📝,3.18@@3.18,7452725248.0,250680.0,4096.0,✗,✗,23.60 ± 3.12 / 34.73 ± 3.27@@23.60,39.39 ± 2.50 / 23.55 ± 1.34@@39.39,7.68 ± 1.29 / 36.93 ± 0.75@@7.68,52.63 ± 1.81 / 25.30 ± 0.79@@52.63,14.0.4@@140004,14.0.4@@140004,14.0.4@@140004,14.0.4@@140004
<a href='https://hf.co/ibm-granite/granite-3.0-1b-a400m-instruct'>ibm-granite/granite-3.0-1b-a400m-instruct</a>,📝,3.19@@3.19,1334628352.0,49155.0,4096.0,✓,✗,40.65 ± 2.11 / 58.49 ± 1.94@@40.65,36.56 ± 2.08 / 25.71 ± 1.73@@36.56,4.68 ± 1.88 / 45.72 ± 3.59@@4.68,39.53 ± 0.90 / 19.45 ± 0.59@@39.53,13.2.0@@130200,13.2.0@@130200,13.2.0@@130200,13.2.0@@130200
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,3.19@@3.19,751632384.0,151936.0,40960.0,✓,✗,35.94 ± 1.21 / 50.48 ± 1.39@@35.94,36.10 ± 1.55 / 29.39 ± 1.69@@36.10,9.63 ± 2.15 / 50.64 ± 1.16@@9.63,39.78 ± 0.54 / 18.67 ± 0.69@@39.78,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/ibm-granite/granite-3.0-3b-a800m-base'>ibm-granite/granite-3.0-3b-a800m-base</a>,🧠,3.21@@3.21,3374286336.0,49152.0,4096.0,✓,✗,27.09 ± 3.77 / 39.02 ± 3.97@@27.09,39.91 ± 2.73 / 29.02 ± 1.95@@39.91,5.29 ± 1.96 / 38.09 ± 3.91@@5.29,49.89 ± 1.71 / 27.86 ± 1.38@@49.89,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-7B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-7B</a>,🤔,3.21@@3.21,7615616512.0,152064.0,131072.0,✓,✗,32.94 ± 2.26 / 50.36 ± 1.60@@32.94,43.14 ± 1.14 / 29.70 ± 1.02@@43.14,8.11 ± 2.44 / 48.92 ± 2.27@@8.11,36.22 ± 0.65 / 16.20 ± 0.76@@36.22,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,3.22@@3.22,394781696.0,50368.0,8192.0,✓,✗,30.35 ± 3.77 / 50.82 ± 3.63@@30.35,34.47 ± 6.47 / 33.55 ± 6.45@@34.47,21.45 ± 7.60 / 58.81 ± 4.35@@21.45,33.65 ± 2.25 / 14.11 ± 1.43@@33.65,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base</a>,📝,3.23@@3.23,6120003328.0,200192.0,131072.0,✓,✗,28.99 ± 6.98 / 50.93 ± 4.38@@28.99,46.37 ± 1.58 / 34.96 ± 2.38@@46.37,-0.22 ± 0.43 / 33.36 ± 0.27@@-0.22,45.32 ± 3.32 / 21.62 ± 2.59@@45.32,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,3.23@@3.23,2274067232.0,248044.0,8192.0,✓,✗,0.88 ± 0.88 / 16.07 ± 0.30@@0.88,57.57 ± 1.20 / 42.45 ± 1.77@@57.57,0.00 ± 0.00 / 33.74 ± 0.46@@0.00,65.71 ± 0.84 / 36.62 ± 0.99@@65.71,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/BSC-LT/salamandra-2b'>BSC-LT/salamandra-2b</a>,🧠,3.23@@3.23,2253490176.0,256000.0,8192.0,✓,✗,42.44 ± 7.27 / 57.86 ± 5.41@@42.44,22.99 ± 3.06 / 22.44 ± 2.90@@22.99,2.32 ± 1.34 / 43.55 ± 3.55@@2.32,47.58 ± 2.15 / 23.75 ± 1.69@@47.58,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400
<a href='https://ollama.com/library/gemma3:1b'>ollama_chat/gemma3:1b</a>,📝,3.23@@3.23,1000000000.0,262144.0,32768.0,✓,✗,34.75 ± 2.41 / 54.98 ± 1.58@@34.75,35.83 ± 1.15 / 25.89 ± 0.83@@35.83,14.58 ± 1.80 / 56.17 ± 0.91@@14.58,36.83 ± 0.80 / 14.27 ± 1.25@@36.83,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.3.1@@150301
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,3.25@@3.25,1170340608.0,65536.0,128000.0,✗,✗,38.49 ± 4.77 / 51.67 ± 5.30@@38.49,42.76 ± 1.33 / 37.39 ± 1.66@@42.76,5.74 ± 1.92 / 36.54 ± 2.14@@5.74,30.11 ± 1.01 / 0.52 ± 0.41@@30.11,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/01-ai/Yi-6B'>01-ai/Yi-6B</a>,🧠,3.26@@3.26,6061035520.0,64000.0,4096.0,✓,✗,52.66 ± 2.45 / 67.63 ± 1.87@@52.66,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,7.33 ± 2.53 / 37.69 ± 2.51@@7.33,57.13 ± 2.48 / 30.05 ± 1.59@@57.13,12.10.0@@121000,12.10.0@@121000,12.10.0@@121000,12.10.0@@121000
<a href='https://hf.co/MaLA-LM/emma-500-llama2-7b'>MaLA-LM/emma-500-llama2-7b</a>,🧠,3.27@@3.27,6738415616.0,32000.0,4096.0,✓,✗,22.68 ± 5.68 / 33.04 ± 7.01@@22.68,33.58 ± 4.30 / 31.60 ± 3.79@@33.58,0.78 ± 0.79 / 33.48 ± 0.36@@0.78,58.29 ± 1.39 / 32.20 ± 1.28@@58.29,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200
<a href='https://hf.co/google/gemma-2b-it'>google/gemma-2b-it</a>,📝,3.28@@3.28,2506172416.0,256000.0,8192.0,✗,✗,26.64 ± 2.68 / 37.53 ± 3.50@@26.64,36.62 ± 1.56 / 28.22 ± 1.66@@36.62,1.15 ± 1.66 / 38.16 ± 2.78@@1.15,51.61 ± 1.04 / 23.39 ± 1.00@@51.61,15.0.0@@150000,12.5.2@@120502,12.1.0@@120100,12.4.0@@120400
<a href='https://hf.co/sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking'>sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking</a>,🔍,3.28@@3.28,134734080.0,119547.0,512.0,✓,✗,49.69 ± 1.56 / 66.32 ± 1.07@@49.69,63.78 ± 0.75 / 62.34 ± 0.64@@63.78,0.74 ± 0.83 / 48.97 ± 0.85@@0.74,0.20 ± 0.17 / 0.02 ± 0.02@@0.20,12.8.0@@120800,12.8.0@@120800,12.8.0@@120800,12.8.0@@120800
