<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=12 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=13 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B</a>,📝,2.53@@2.53,4022468096.0,151936.0,40960.0,✓,✗,43.49 ± 1.53 / 62.01 ± 1.19@@43.49,43.31 ± 1.87 / 27.05 ± 2.06@@43.31,24.78 ± 0.90 / 62.00 ± 0.62@@24.78,62.70 ± 1.26 / 41.30 ± 1.39@@62.70,9.85 ± 2.25 / 30.20 ± 1.28@@9.85,43.23 ± 5.07 / 68.79 ± 3.96@@43.23,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.62@@2.62,8030261248.0,128256.0,131072.0,✓,✗,40.37 ± 1.39 / 58.12 ± 1.11@@40.37,39.39 ± 1.80 / 23.03 ± 1.61@@39.39,13.22 ± 0.83 / 53.71 ± 1.55@@13.22,65.85 ± 1.03 / 45.61 ± 1.34@@65.85,23.26 ± 0.93 / 42.32 ± 0.71@@23.26,39.96 ± 6.37 / 70.61 ± 3.14@@39.96,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.66@@2.66,9152319488.0,128000.0,4096.0,✓,✗,33.40 ± 2.48 / 53.36 ± 2.86@@33.40,38.74 ± 2.22 / 26.33 ± 3.09@@38.74,0.51 ± 1.01 / 33.35 ± 0.35@@0.51,64.32 ± 1.74 / 45.38 ± 2.52@@64.32,28.42 ± 1.40 / 45.62 ± 1.21@@28.42,73.20 ± 3.36 / 86.44 ± 1.88@@73.20,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.66@@2.66,2274067232.0,248044.0,8192.0,✓,✗,35.34 ± 3.56 / 57.68 ± 2.97@@35.34,41.63 ± 1.74 / 20.32 ± 1.32@@41.63,14.64 ± 4.00 / 52.43 ± 4.24@@14.64,61.58 ± 0.90 / 36.80 ± 1.95@@61.58,30.10 ± 1.12 / 47.62 ± 0.92@@30.10,24.52 ± 10.80 / 61.93 ± 4.73@@24.52,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,2.67@@2.67,22637328384.0,128000.0,32768.0,✓,✗,22.49 ± 2.86 / 33.70 ± 3.25@@22.49,39.10 ± 1.30 / 28.05 ± 1.70@@39.10,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,68.67 ± 2.07 / 49.94 ± 2.37@@68.67,39.37 ± 1.25 / 53.78 ± 1.00@@39.37,74.26 ± 4.33 / 86.97 ± 2.41@@74.26,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,2.69@@2.69,32234279936.0,100352.0,4096.0,✗,✗,40.34 ± 1.04 / 61.06 ± 0.63@@40.34,40.45 ± 1.69 / 20.31 ± 0.84@@40.45,14.20 ± 1.63 / 56.23 ± 1.02@@14.20,54.67 ± 1.21 / 29.51 ± 1.47@@54.67,30.28 ± 1.23 / 47.58 ± 0.94@@30.28,33.84 ± 4.47 / 67.58 ± 2.36@@33.84,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,2.70@@2.70,?,128000.0,4096.0,✓,✗,13.43 ± 4.77 / 26.79 ± 3.79@@13.43,41.78 ± 1.56 / 31.86 ± 3.10@@41.78,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,70.34 ± 1.04 / 51.71 ± 1.55@@70.34,38.34 ± 1.02 / 53.30 ± 0.92@@38.34,78.21 ± 4.19 / 89.09 ± 2.11@@78.21,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (val)</a>,📝,2.71@@2.71,9241705984.0,256000.0,8192.0,✗,✗,40.02 ± 3.85 / 60.68 ± 2.47@@40.02,41.61 ± 2.49 / 27.26 ± 2.40@@41.61,4.87 ± 2.83 / 34.07 ± 1.14@@4.87,62.26 ± 1.72 / 37.18 ± 2.89@@62.26,28.82 ± 2.47 / 46.41 ± 1.92@@28.82,32.82 ± 9.98 / 65.96 ± 4.65@@32.82,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.71@@2.71,8030261248.0,128256.0,131072.0,✓,✗,42.86 ± 2.00 / 62.06 ± 1.42@@42.86,43.73 ± 1.77 / 24.09 ± 1.89@@43.73,16.91 ± 1.88 / 55.07 ± 1.37@@16.91,39.45 ± 11.74 / 17.68 ± 9.65@@39.45,25.80 ± 0.96 / 43.86 ± 0.72@@25.80,33.71 ± 6.63 / 66.97 ± 2.95@@33.71,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.71@@2.71,8030261248.0,128256.0,131072.0,✓,✗,30.48 ± 1.85 / 51.68 ± 1.32@@30.48,46.86 ± 2.06 / 29.01 ± 2.34@@46.86,10.19 ± 1.56 / 46.32 ± 3.58@@10.19,66.24 ± 2.29 / 47.53 ± 2.51@@66.24,19.74 ± 1.48 / 38.70 ± 1.12@@19.74,40.55 ± 6.98 / 68.71 ± 4.04@@40.55,16.5.0.dev0@@160500,16.1.1.dev0@@160101,16.5.0.dev0@@160500,16.1.1.dev0@@160101,16.5.0.dev0@@160500,16.5.0.dev0@@160500
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT</a>,📝,2.71@@2.71,21948655808.0,103424.0,131072.0,✓,✗,29.62 ± 3.47 / 41.67 ± 3.55@@29.62,36.95 ± 1.61 / 18.67 ± 1.66@@36.95,9.14 ± 1.74 / 49.43 ± 3.48@@9.14,64.39 ± 1.93 / 45.19 ± 2.04@@64.39,26.57 ± 1.07 / 44.41 ± 0.84@@26.57,56.26 ± 6.90 / 77.05 ± 3.46@@56.26,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,2.74@@2.74,4251743232.0,131072.0,8192.0,✓,✗,25.72 ± 3.41 / 43.24 ± 4.26@@25.72,44.08 ± 1.57 / 33.94 ± 2.47@@44.08,3.54 ± 2.11 / 38.24 ± 5.22@@3.54,65.76 ± 3.39 / 46.78 ± 4.97@@65.76,30.89 ± 1.03 / 48.08 ± 0.79@@30.89,48.43 ± 7.06 / 73.79 ± 3.99@@48.43,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,2.75@@2.75,8053338176.0,131072.0,65536.0,✓,✗,32.28 ± 2.34 / 54.30 ± 1.31@@32.28,31.58 ± 2.57 / 25.16 ± 2.46@@31.58,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,65.11 ± 2.65 / 43.90 ± 3.65@@65.11,33.63 ± 0.74 / 49.89 ± 0.54@@33.63,65.88 ± 5.87 / 79.92 ± 3.99@@65.88,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,2.76@@2.76,?,256128.0,1048576.0,✓,✗,48.02 ± 2.39 / 65.07 ± 1.59@@48.02,36.78 ± 2.23 / 20.18 ± 1.75@@36.78,33.37 ± 3.81 / 63.09 ± 2.22@@33.37,59.17 ± 1.08 / 37.13 ± 1.35@@59.17,-2.12 ± 1.43 / 28.98 ± 1.49@@-2.12,0.00 ± 0.00 / 56.84 ± 2.25@@0.00,16.3.0.dev0@@160300,16.2.2.dev0@@160202,16.3.0.dev0@@160300,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.76@@2.76,4300079472.0,262144.0,8192.0,✓,✗,39.24 ± 2.07 / 59.62 ± 1.06@@39.24,40.64 ± 1.72 / 27.11 ± 1.37@@40.64,19.81 ± 1.82 / 57.83 ± 1.70@@19.81,27.68 ± 2.87 / 4.87 ± 1.84@@27.68,26.60 ± 1.42 / 44.37 ± 1.06@@26.60,53.86 ± 5.22 / 77.05 ± 2.51@@53.86,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,📝,2.77@@2.77,2274067232.0,248044.0,8192.0,✓,✗,29.95 ± 2.06 / 51.90 ± 1.75@@29.95,44.86 ± 0.96 / 23.70 ± 1.11@@44.86,15.20 ± 1.69 / 47.22 ± 2.15@@15.20,53.85 ± 0.71 / 29.43 ± 0.99@@53.85,20.69 ± 1.40 / 38.09 ± 1.27@@20.69,27.64 ± 4.81 / 63.68 ± 2.16@@27.64,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/TildeAI/TildeOpen-30b'>TildeAI/TildeOpen-30b#slow-tokenizer</a>,🧠,2.80@@2.80,30677882880.0,131072.0,65536.0,✓,✗,3.04 ± 1.82 / 16.79 ± 0.51@@3.04,39.16 ± 1.88 / 34.29 ± 1.79@@39.16,9.73 ± 2.87 / 38.22 ± 2.08@@9.73,63.30 ± 2.72 / 40.58 ± 3.32@@63.30,34.11 ± 1.11 / 43.27 ± 1.16@@34.11,83.79 ± 2.46 / 91.89 ± 1.17@@83.79,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,2.80@@2.80,8030326784.0,128264.0,131072.0,✓,✗,29.77 ± 1.87 / 51.52 ± 1.45@@29.77,46.83 ± 1.67 / 34.14 ± 2.54@@46.83,9.34 ± 2.23 / 47.25 ± 1.38@@9.34,62.09 ± 3.29 / 40.64 ± 4.55@@62.09,16.80 ± 1.11 / 37.47 ± 0.78@@16.80,35.82 ± 4.51 / 65.38 ± 2.63@@35.82,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,2.82@@2.82,3402836480.0,100352.0,131072.0,✓,✗,39.37 ± 1.13 / 59.51 ± 0.83@@39.37,44.20 ± 1.64 / 35.10 ± 2.37@@44.20,12.59 ± 1.36 / 49.65 ± 2.00@@12.59,50.02 ± 2.21 / 31.52 ± 2.73@@50.02,16.78 ± 1.20 / 37.43 ± 0.90@@16.78,26.24 ± 6.30 / 63.64 ± 3.07@@26.24,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.84@@2.84,4300079472.0,262144.0,8192.0,✓,✗,27.91 ± 1.99 / 41.76 ± 2.54@@27.91,36.70 ± 1.90 / 28.42 ± 2.94@@36.70,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,64.94 ± 2.42 / 45.04 ± 2.89@@64.94,27.22 ± 1.19 / 44.93 ± 1.02@@27.22,58.60 ± 8.32 / 79.32 ± 4.15@@58.60,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,2.86@@2.86,32233522176.0,100278.0,65536.0,✗,✗,33.13 ± 1.59 / 52.81 ± 1.84@@33.13,48.82 ± 1.91 / 35.47 ± 2.82@@48.82,9.60 ± 2.07 / 50.87 ± 1.66@@9.60,64.77 ± 1.41 / 47.86 ± 1.92@@64.77,16.02 ± 1.26 / 37.00 ± 0.94@@16.02,9.10 ± 8.18 / 54.32 ± 4.42@@9.10,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,2.87@@2.87,11168796672.0,32128.0,32768.0,✓,✓,28.86 ± 2.06 / 51.86 ± 1.32@@28.86,49.29 ± 1.69 / 35.24 ± 4.54@@49.29,7.11 ± 1.88 / 52.47 ± 1.25@@7.11,59.00 ± 1.20 / 40.91 ± 1.22@@59.00,13.36 ± 1.63 / 35.11 ± 1.23@@13.36,22.19 ± 6.46 / 61.97 ± 3.11@@22.19,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,2.88@@2.88,8888227328.0,131072.0,131072.0,✓,✗,33.72 ± 1.18 / 54.34 ± 0.88@@33.72,41.87 ± 1.14 / 35.19 ± 0.95@@41.87,7.53 ± 1.26 / 53.75 ± 0.64@@7.53,49.52 ± 1.27 / 30.24 ± 1.16@@49.52,32.73 ± 1.14 / 49.33 ± 0.82@@32.73,17.94 ± 6.27 / 59.02 ± 3.20@@17.94,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#no-thinking (zero-shot, val)</a>",📝,2.92@@2.92,?,256128.0,1048576.0,✓,✗,45.48 ± 3.35 / 60.71 ± 2.34@@45.48,58.42 ± 3.64 / 35.98 ± 2.60@@58.42,0.00 ± 0.00 / 33.74 ± 0.90@@0.00,62.69 ± 1.36 / 37.20 ± 1.13@@62.69,-0.83 ± 1.89 / 27.07 ± 1.40@@-0.83,0.00 ± 0.00 / 56.84 ± 2.25@@0.00,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,2.94@@2.94,3191396096.0,100352.0,131072.0,✓,✗,37.30 ± 1.62 / 57.55 ± 1.23@@37.30,41.15 ± 1.63 / 34.12 ± 1.72@@41.15,9.30 ± 1.22 / 53.12 ± 1.49@@9.30,58.17 ± 1.67 / 38.97 ± 1.90@@58.17,15.18 ± 1.18 / 35.83 ± 0.92@@15.18,6.57 ± 5.75 / 51.14 ± 4.20@@6.57,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B</a>,📝,2.95@@2.95,2031739904.0,151936.0,40960.0,✓,✗,33.58 ± 1.44 / 49.38 ± 2.12@@33.58,30.33 ± 0.86 / 20.86 ± 1.25@@30.33,14.00 ± 1.41 / 52.30 ± 2.67@@14.00,54.10 ± 1.43 / 34.93 ± 1.73@@54.10,14.12 ± 0.82 / 35.19 ± 0.77@@14.12,30.12 ± 9.34 / 65.83 ± 4.80@@30.12,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,2.95@@2.95,10731524096.0,32000.0,4096.0,✓,✗,15.84 ± 3.02 / 30.17 ± 2.52@@15.84,49.22 ± 1.71 / 35.80 ± 3.67@@49.22,10.46 ± 1.91 / 49.82 ± 4.42@@10.46,58.69 ± 1.94 / 40.23 ± 2.59@@58.69,12.10 ± 0.98 / 27.91 ± 1.03@@12.10,22.42 ± 5.63 / 59.85 ± 3.04@@22.42,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B</a>,🤔,2.97@@2.97,8190735360.0,151936.0,40960.0,✓,✗,28.24 ± 5.06 / 36.51 ± 4.30@@28.24,61.86 ± 1.24 / 40.88 ± 1.86@@61.86,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,62.69 ± 1.77 / 42.65 ± 1.97@@62.69,9.18 ± 2.75 / 25.74 ± 1.56@@9.18,0.00 ± 0.00 / 55.53 ± 2.61@@0.00,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,2.97@@2.97,32233522176.0,100278.0,65536.0,✗,✗,32.76 ± 2.12 / 55.50 ± 1.43@@32.76,39.18 ± 1.57 / 27.47 ± 1.72@@39.18,10.31 ± 1.25 / 53.79 ± 0.60@@10.31,61.82 ± 1.73 / 41.70 ± 2.03@@61.82,15.38 ± 0.99 / 36.68 ± 0.75@@15.38,7.10 ± 9.35 / 52.88 ± 4.95@@7.10,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,2.98@@2.98,32233522176.0,100278.0,65536.0,✗,✗,32.90 ± 1.96 / 55.29 ± 1.31@@32.90,41.43 ± 1.74 / 29.86 ± 1.78@@41.43,8.51 ± 1.57 / 53.73 ± 0.78@@8.51,60.15 ± 1.85 / 40.75 ± 1.87@@60.15,16.11 ± 1.10 / 37.32 ± 0.84@@16.11,10.24 ± 5.53 / 54.70 ± 3.32@@10.24,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.98@@2.98,2031739904.0,151936.0,40960.0,✓,✗,32.60 ± 1.77 / 46.49 ± 2.98@@32.60,29.42 ± 1.21 / 20.25 ± 1.20@@29.42,12.82 ± 1.64 / 51.11 ± 3.19@@12.82,52.45 ± 1.68 / 32.79 ± 2.01@@52.45,14.97 ± 1.19 / 35.82 ± 1.03@@14.97,30.10 ± 9.20 / 65.08 ± 4.77@@30.10,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,3.01@@3.01,6939037248.0,100352.0,131072.0,✓,✗,35.07 ± 2.48 / 55.53 ± 2.20@@35.07,40.43 ± 1.48 / 25.27 ± 2.10@@40.43,7.04 ± 1.91 / 45.77 ± 3.27@@7.04,29.13 ± 1.93 / 3.10 ± 1.52@@29.13,24.40 ± 2.00 / 42.90 ± 1.66@@24.40,30.96 ± 8.21 / 65.83 ± 4.08@@30.96,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,3.01@@3.01,3349227520.0,262144.0,500000.0,✗,✗,29.01 ± 4.54 / 42.42 ± 3.39@@29.01,34.73 ± 3.34 / 27.21 ± 3.03@@34.73,0.00 ± 0.00 / 32.87 ± 0.96@@0.00,63.51 ± 3.21 / 43.06 ± 3.89@@63.51,23.88 ± 3.35 / 43.32 ± 2.24@@23.88,22.91 ± 11.97 / 60.70 ± 5.96@@22.91,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/mistralai/Voxtral-Mini-3B-2507'>mistralai/Voxtral-Mini-3B-2507</a>,📝,3.02@@3.02,4676271104.0,131072.0,?,✓,✗,24.48 ± 2.49 / 45.68 ± 3.39@@24.48,42.11 ± 2.80 / 26.95 ± 2.62@@42.11,5.99 ± 1.99 / 50.30 ± 3.08@@5.99,64.57 ± 2.14 / 46.77 ± 2.69@@64.57,14.32 ± 0.73 / 35.46 ± 0.50@@14.32,14.71 ± 5.86 / 58.18 ± 2.86@@14.71,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,3.04@@3.04,32233522176.0,100278.0,65536.0,✓,✗,18.16 ± 2.15 / 35.04 ± 2.45@@18.16,47.50 ± 1.90 / 37.87 ± 3.41@@47.50,-0.18 ± 0.74 / 33.36 ± 0.28@@-0.18,70.95 ± 1.01 / 55.45 ± 1.26@@70.95,17.83 ± 0.63 / 36.51 ± 0.56@@17.83,14.31 ± 6.32 / 58.94 ± 2.71@@14.31,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,3.07@@3.07,31577937344.0,131072.0,262144.0,✓,✗,23.62 ± 2.49 / 42.49 ± 1.94@@23.62,40.27 ± 2.03 / 20.72 ± 1.34@@40.27,7.10 ± 1.83 / 50.60 ± 1.65@@7.10,54.64 ± 1.93 / 34.37 ± 1.91@@54.64,16.37 ± 1.04 / 36.37 ± 0.91@@16.37,17.57 ± 6.74 / 60.23 ± 3.09@@17.57,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,3.11@@3.11,4757260288.0,32000.0,32768.0,✓,✗,22.13 ± 2.01 / 39.35 ± 2.70@@22.13,42.22 ± 1.66 / 27.97 ± 2.70@@42.22,10.38 ± 2.02 / 45.21 ± 2.35@@10.38,51.73 ± 1.36 / 34.91 ± 1.53@@51.73,11.68 ± 0.62 / 33.87 ± 0.50@@11.68,5.07 ± 6.20 / 53.64 ± 2.99@@5.07,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,3.13@@3.13,11168796672.0,32128.0,32768.0,✓,✗,31.26 ± 1.48 / 48.49 ± 1.61@@31.26,45.63 ± 1.64 / 31.12 ± 4.21@@45.63,9.57 ± 1.62 / 52.92 ± 1.23@@9.57,28.82 ± 0.93 / 0.35 ± 0.23@@28.82,13.64 ± 0.95 / 35.00 ± 0.67@@13.64,15.33 ± 5.09 / 58.11 ± 2.73@@15.33,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
